6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,3,3,2,3,3,4,3,3,3,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,1,0
6,6,6,0,1,1,1,1,1,1,1,1,0,,,,,,,,0,1,1,1,1,1,1,1,5,0
6,6,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0
